annee;diplome;numero_de_l_etablissement;etablissement;etablissementactuel;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_etab;cle_disc;id_paysage
2016;MASTER LMD;0141408E;Caen Normandie;;A05;Caen;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;1;100;0;ns;ns;ns;ns;ns;ns;29;8.6;1810;ns;ns;ns;1460;2100;Caen Normandie_18;disc15_18;p25Q3
2016;MASTER LMD;0141408E;Caen Normandie;;A05;Caen;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;30;70;6;87;ns;ns;ns;ns;ns;29;8.6;1810;ns;ns;29;1460;2100;Caen Normandie_18;disc16_18;p25Q3
2016;MASTER LMD;0141408E;Caen Normandie;;A05;Caen;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;30;70;6;90;ns;ns;ns;ns;ns;29;8.6;1810;ns;ns;29;1460;2100;Caen Normandie_30;disc16_30;p25Q3
2016;MASTER LMD;0141408E;Caen Normandie;;A05;Caen;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;27;78;5;ns;ns;ns;ns;ns;ns;29;8.6;1810;ns;ns;ns;1460;2100;Caen Normandie_18;disc17_18;p25Q3
2016;MASTER LMD;0171463Y;La Rochelle;;A13;Poitiers;DEG;Droit, Économie et gestion;disc02;Droit;18 mois après le diplôme;;26;77;10;ns;ns;ns;ns;ns;ns;31;8.1;1725;ns;ns;ns;1380;2025;La Rochelle_18;disc02_18;atbEK
2016;MASTER LMD;0171463Y;La Rochelle;;A13;Poitiers;DEG;Droit, Économie et gestion;disc04;Gestion;30 mois après le diplôme;;42;70;17;100;95;83;98;1920;30000;31;8.1;1725;54;54;59;1380;2025;La Rochelle_30;disc04_30;atbEK
2016;MASTER LMD;0171463Y;La Rochelle;;A13;Poitiers;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;23;59;11;ns;ns;ns;ns;ns;ns;31;8.1;1725;ns;ns;ns;1380;2025;La Rochelle_18;disc06_18;atbEK
2016;MASTER LMD;0171463Y;La Rochelle;;A13;Poitiers;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;23;59;11;ns;ns;ns;ns;ns;ns;31;8.1;1725;ns;ns;ns;1380;2025;La Rochelle_30;disc06_30;atbEK
2016;MASTER LMD;0171463Y;La Rochelle;;A13;Poitiers;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;51;74;20;75;73;37;82;ns;ns;31;8.1;1725;48;52;72;1380;2025;La Rochelle_18;disc07_18;atbEK
2016;MASTER LMD;0171463Y;La Rochelle;;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;17;91;6;ns;ns;ns;ns;ns;ns;31;8.1;1725;ns;ns;ns;1380;2025;La Rochelle_30;disc13_30;atbEK
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;DEG;Droit, Économie et gestion;disc02;Droit;30 mois après le diplôme;;27;49;8;ns;ns;ns;ns;ns;ns;38;7.5;1780;ns;ns;ns;1430;2060;Dijon - Bourgogne_30;disc02_30;Lr94O
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;DEG;Droit, Économie et gestion;disc05;Autres formations juridiques, Économiques et de gestion;30 mois après le diplôme;;16;63;4;ns;ns;ns;ns;ns;ns;38;7.5;1780;ns;ns;ns;1430;2060;Dijon - Bourgogne_30;disc05_30;Lr94O
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;98;75;19;82;81;30;74;1540;24000;38;7.5;1780;53;51;79;1430;2060;Dijon - Bourgogne_18;disc07_18;Lr94O
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;199;69;41;87;90;58;94;1750;27300;38;7.5;1780;59;58;42;1430;2060;Dijon - Bourgogne_18;disc12_18;Lr94O
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;199;69;41;89;90;77;94;1860;29000;38;7.5;1780;60;58;42;1430;2060;Dijon - Bourgogne_30;disc12_30;Lr94O
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;13;50;3;ns;ns;ns;ns;ns;ns;38;7.5;1780;ns;ns;ns;1430;2060;Dijon - Bourgogne_30;disc15_30;Lr94O
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;29;78;7;93;ns;ns;ns;ns;ns;38;7.5;1780;ns;ns;ns;1430;2060;Dijon - Bourgogne_18;disc16_18;Lr94O
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;26;63;6;ns;ns;ns;ns;ns;ns;38;7.5;1780;ns;ns;ns;1430;2060;Dijon - Bourgogne_18;disc17_18;Lr94O
2016;MASTER LMD;0211237F;Dijon - Bourgogne;;A07;Dijon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;26;63;6;ns;ns;ns;ns;ns;ns;38;7.5;1780;ns;ns;ns;1430;2060;Dijon - Bourgogne_30;disc17_30;Lr94O
2016;MASTER ENS;0251215K;Besançon - Franche-Comté;;A03;Besançon;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;102;63;100;95;94;87;85;1750;27300;23;7.5;1780;87;25;76;1430;2060;Besançon - Franche-Comté_18;disc18_18;7Mpgt
2016;MASTER LMD;0251215K;Besançon - Franche-Comté;;A03;Besançon;DEG;Droit, Économie et gestion;disc03;Économie;30 mois après le diplôme;;8;42;3;ns;ns;ns;ns;ns;ns;37;7.5;1780;ns;ns;ns;1430;2060;Besançon - Franche-Comté_30;disc03_30;7Mpgt
2016;MASTER LMD;0251215K;Besançon - Franche-Comté;;A03;Besançon;DEG;Droit, Économie et gestion;disc05;Autres formations juridiques, Économiques et de gestion;30 mois après le diplôme;;13;68;5;ns;ns;ns;ns;ns;ns;37;7.5;1780;ns;ns;ns;1430;2060;Besançon - Franche-Comté_30;disc05_30;7Mpgt
2016;MASTER LMD;0251215K;Besançon - Franche-Comté;;A03;Besançon;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;24;87;7;ns;ns;ns;ns;ns;ns;37;7.5;1780;ns;ns;ns;1430;2060;Besançon - Franche-Comté_18;disc09_18;7Mpgt
2016;MASTER LMD;0251215K;Besançon - Franche-Comté;;A03;Besançon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;21;81;6;ns;ns;ns;ns;ns;ns;37;7.5;1780;ns;ns;ns;1430;2060;Besançon - Franche-Comté_30;disc13_30;7Mpgt
2016;MASTER LMD;0251215K;Besançon - Franche-Comté;;A03;Besançon;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;11;79;3;ns;ns;ns;ns;ns;ns;37;7.5;1780;ns;ns;ns;1430;2060;Besançon - Franche-Comté_18;disc16_18;7Mpgt
2016;MASTER LMD;0251215K;Besançon - Franche-Comté;;A03;Besançon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;46;80;13;85;82;72;92;1670;26100;37;7.5;1780;41;44;31;1430;2060;Besançon - Franche-Comté_30;disc17_30;7Mpgt
2016;MASTER LMD;0290346U;Brest - Bretagne occidentale;;A14;Rennes;DEG;Droit, Économie et gestion;disc02;Droit;30 mois après le diplôme;;49;60;15;98;81;75;96;1800;28100;41;7.2;1750;41;55;69;1405;2040;Brest - Bretagne occidentale_30;disc02_30;06SE7
2016;MASTER LMD;0290346U;Brest - Bretagne occidentale;;A14;Rennes;DEG;Droit, Économie et gestion;disc03;Économie;18 mois après le diplôme;;10;100;2;ns;ns;ns;ns;ns;ns;41;7.2;1750;ns;ns;ns;1405;2040;Brest - Bretagne occidentale_18;disc03_18;06SE7
2016;MASTER LMD;0290346U;Brest - Bretagne occidentale;;A14;Rennes;DEG;Droit, Économie et gestion;disc03;Économie;30 mois après le diplôme;;10;100;2;ns;ns;ns;ns;ns;ns;41;7.2;1750;ns;ns;ns;1405;2040;Brest - Bretagne occidentale_30;disc03_30;06SE7
2016;MASTER LMD;0290346U;Brest - Bretagne occidentale;;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;176;83;38;90;94;76;98;1990;31100;41;7.2;1750;67;53;27;1405;2040;Brest - Bretagne occidentale_30;disc12_30;06SE7
2016;MASTER LMD;0290346U;Brest - Bretagne occidentale;;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;66;86;14;80;79;37;92;1700;26500;41;7.2;1750;47;58;42;1405;2040;Brest - Bretagne occidentale_18;disc13_18;06SE7
2016;MASTER LMD;0290346U;Brest - Bretagne occidentale;;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;19;79;4;ns;ns;ns;ns;ns;ns;41;7.2;1750;ns;ns;ns;1405;2040;Brest - Bretagne occidentale_18;disc15_18;06SE7
2016;MASTER ENS;0301687W;Nîmes;;A11;Montpellier;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à  l'enquÃªte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;7;100;;ns;ns;ns;ns;ns;ns;0;10.3;1770;ns;ns;ns;1380;2060;Nîmes_30;disc18_30;HAU8L
2016;MASTER LMD;0301687W;Nîmes;;A11;Montpellier;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;18 mois après le diplôme;;5;86;10;ns;ns;ns;ns;ns;ns;49;10.3;1770;ns;ns;ns;1380;2060;Nîmes_18;disc01_18;HAU8L
2016;MASTER LMD;0301687W;Nîmes;;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;8;90;16;ns;ns;ns;ns;ns;ns;49;10.3;1770;ns;ns;ns;1380;2060;Nîmes_30;disc06_30;HAU8L
2016;MASTER LMD;0301687W;Nîmes;;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;24;90;47;ns;ns;ns;ns;ns;ns;49;10.3;1770;ns;ns;ns;1380;2060;Nîmes_30;disc07_30;HAU8L
2016;MASTER LMD;0311382J;Toulouse 1 - Capitole;;A16;Toulouse;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;30 mois après le diplôme;;560;77;85;95;94;84;98;2100;32800;29;10.3;1770;82;52;64;1380;2060;Toulouse 1 - Capitole_30;disc01_30;542Id
2016;MASTER LMD;0311382J;Toulouse 1 - Capitole;;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;73;79;11;100;99;95;99;2110;33000;29;10.3;1770;97;25;32;1380;2060;Toulouse 1 - Capitole_30;disc16_30;542Id
2016;MASTER LMD;0311383K;Toulouse - Jean Jaures;;A16;Toulouse;DEG;Droit, Économie et gestion;disc04;Gestion;30 mois après le diplôme;;44;72;12;84;81;65;94;1650;25800;47;10.3;1770;24;54;81;1380;2060;Toulouse - Jean Jaures_30;disc04_30;HqAYu
2016;MASTER LMD;0311383K;Toulouse - Jean Jaures;;A16;Toulouse;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;118;75;31;83;85;63;81;1440;22500;47;10.3;1770;51;59;80;1380;2060;Toulouse - Jean Jaures_18;disc06_18;HqAYu
2016;MASTER LMD;0311383K;Toulouse - Jean Jaures;;A16;Toulouse;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;94;92;22;86;95;54;59;1710;26600;47;10.3;1770;86;42;84;1380;2060;Toulouse - Jean Jaures_18;disc09_18;HqAYu
2016;MASTER LMD;0311383K;Toulouse - Jean Jaures;;A16;Toulouse;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;5;75;2;ns;ns;ns;ns;ns;ns;47;10.3;1770;ns;ns;ns;1380;2060;Toulouse - Jean Jaures_18;disc14_18;HqAYu
2016;MASTER LMD;0311383K;Toulouse - Jean Jaures;;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;8;56;3;ns;ns;ns;ns;ns;ns;47;10.3;1770;ns;ns;ns;1380;2060;Toulouse - Jean Jaures_30;disc16_30;HqAYu
2016;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;;A16;Toulouse;DEG;Droit, Économie et gestion;disc04;Gestion;30 mois après le diplôme;;42;83;7;93;92;87;97;2030;31700;38;10.3;1770;76;20;61;1380;2060;Toulouse 3 - Paul Sabatier_30;disc04_30;m7K6T
2016;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;57;78;10;91;94;97;94;1960;30600;38;10.3;1770;80;40;50;1380;2060;Toulouse 3 - Paul Sabatier_18;disc10_18;m7K6T
2016;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;57;78;10;96;98;85;96;2100;32800;38;10.3;1770;81;40;50;1380;2060;Toulouse 3 - Paul Sabatier_30;disc10_30;m7K6T
2016;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;;A16;Toulouse;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;38;80;7;95;100;88;97;2120;33100;38;10.3;1770;83;45;34;1380;2060;Toulouse 3 - Paul Sabatier_18;disc14_18;m7K6T
2016;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;;A16;Toulouse;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;38;80;7;100;100;87;97;2130;33300;38;10.3;1770;92;45;34;1380;2060;Toulouse 3 - Paul Sabatier_30;disc14_30;m7K6T
2016;MASTER LMD;0331766R;Bordeaux - Montaigne;;A04;Bordeaux;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;219;82;71;89;91;51;90;1700;26400;45;8.1;1725;68;50;65;1380;2025;Bordeaux - Montaigne_30;disc07_30;Mz90U
2016;MASTER LMD;0331766R;Bordeaux - Montaigne;;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;85;75;27;89;93;38;87;1560;24300;45;8.1;1725;81;57;72;1380;2025;Bordeaux - Montaigne_18;disc10_18;Mz90U
2016;MASTER ENS;0333298F;Bordeaux;;A04;Bordeaux;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;283;82;100;98;96;89;95;1750;27300;16;8.1;1725;91;23;77;1380;2025;Bordeaux_18;disc18_18;90I54
2016;MASTER LMD;0333298F;Bordeaux;;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;41;85;4;71;ns;ns;ns;ns;ns;33;8.1;1725;ns;50;87;1380;2025;Bordeaux_18;disc11_18;90I54
2016;MASTER LMD;0333298F;Bordeaux;;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;470;83;48;92;96;82;99;2100;32800;33;8.1;1725;85;59;38;1380;2025;Bordeaux_30;disc12_30;90I54
2016;MASTER LMD;0333298F;Bordeaux;;A04;Bordeaux;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;166;84;17;89;92;68;99;1890;29400;33;8.1;1725;78;63;65;1380;2025;Bordeaux_30;disc13_30;90I54
2016;MASTER LMD;0333298F;Bordeaux;;A04;Bordeaux;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;51;86;5;86;100;93;100;2130;33300;33;8.1;1725;86;69;37;1380;2025;Bordeaux_30;disc14_30;90I54
2016;MASTER LMD;0333298F;Bordeaux;;A04;Bordeaux;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;52;81;5;90;100;89;100;2000;31200;33;8.1;1725;100;41;7;1380;2025;Bordeaux_18;disc16_18;90I54
2016;MASTER LMD;0333298F;Bordeaux;;A04;Bordeaux;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;67;83;7;94;94;84;97;2330;36400;33;8.1;1725;74;60;45;1380;2025;Bordeaux_30;disc17_30;90I54
2016;MASTER ENS;0341089Z;Montpellier 3 - Paul-Valéry;;A11;Montpellier;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;;56;62;100;98;94;92;96;1850;28900;6;10.3;1770;94;55;72;1380;2060;Montpellier 3 - Paul-Valéry_30;disc18_30;1I7hJ
2016;MASTER LMD;0342321N;Montpellier;;A11;Montpellier;DEG;Droit, Économie et gestion;disc03;Économie;18 mois après le diplôme;;40;72;5;92;97;68;94;ns;ns;32;10.3;1770;70;72;32;1380;2060;Montpellier_18;disc03_18;7yd5d
2016;MASTER ENS;0350936C;Rennes 1;;A14;Rennes;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;39;84;100;100;94;94;91;ns;ns;21;7.2;1750;94;69;53;1405;2040;Rennes 1_18;disc18_18;9wAap
2016;MASTER LMD;0350936C;Rennes 1;;A14;Rennes;DEG;Droit, Économie et gestion;disc03;Économie;18 mois après le diplôme;;59;73;11;78;96;58;100;1900;29600;28;7.2;1750;71;74;37;1405;2040;Rennes 1_18;disc03_18;9wAap
2016;MASTER LMD;0350936C;Rennes 1;;A14;Rennes;DEG;Droit, Économie et gestion;disc03;Économie;30 mois après le diplôme;;59;73;11;100;100;64;95;1950;30400;28;7.2;1750;74;74;37;1405;2040;Rennes 1_30;disc03_30;9wAap
2016;MASTER LMD;0350936C;Rennes 1;;A14;Rennes;DEG;Droit, Économie et gestion;disc04;Gestion;18 mois après le diplôme;;210;77;38;95;90;80;100;2000;31200;28;7.2;1750;60;58;58;1405;2040;Rennes 1_18;disc04_18;9wAap
2016;MASTER LMD;0350936C;Rennes 1;;A14;Rennes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;1;20;1;ns;ns;ns;ns;nd;nd;28;7.2;1750;ns;ns;ns;1405;2040;Rennes 1_18;disc07_18;9wAap
2016;MASTER LMD;0350936C;Rennes 1;;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;230;80;40;91;92;70;97;1900;29600;28;7.2;1750;72;61;40;1405;2040;Rennes 1_30;disc12_30;9wAap
2016;MASTER LMD;0350936C;Rennes 1;;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;15;81;3;ns;ns;ns;ns;ns;ns;28;7.2;1750;ns;ns;ns;1405;2040;Rennes 1_30;disc15_30;9wAap
2016;MASTER LMD;0350936C;Rennes 1;;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;6;82;1;ns;ns;ns;ns;ns;ns;28;7.2;1750;ns;ns;ns;1405;2040;Rennes 1_30;disc17_30;9wAap
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;30 mois après le diplôme;;32;85;7;91;ns;ns;ns;ns;ns;41;7.2;1750;ns;ns;68;1405;2040;Rennes 2_30;disc01_30;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;151;80;34;81;77;53;87;1570;24500;41;7.2;1750;38;70;80;1405;2040;Rennes 2_18;disc06_18;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;213;79;49;91;89;55;79;1750;27300;41;7.2;1750;69;58;69;1405;2040;Rennes 2_30;disc07_30;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;71;83;16;86;84;30;92;1620;25200;41;7.2;1750;57;57;56;1405;2040;Rennes 2_18;disc11_18;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;71;83;16;93;89;52;91;1860;29000;41;7.2;1750;65;57;56;1405;2040;Rennes 2_30;disc11_30;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;41;79;9;98;92;85;100;1810;28200;41;7.2;1750;69;84;48;1405;2040;Rennes 2_30;disc12_30;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;17;81;4;ns;ns;ns;ns;ns;ns;41;7.2;1750;ns;ns;ns;1405;2040;Rennes 2_18;disc14_18;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;17;81;4;ns;ns;ns;ns;ns;ns;41;7.2;1750;ns;ns;ns;1405;2040;Rennes 2_30;disc14_30;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;24;78;6;ns;ns;ns;ns;ns;ns;41;7.2;1750;ns;ns;ns;1405;2040;Rennes 2_18;disc17_18;ti37C
2016;MASTER LMD;0350937D;Rennes 2;;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;24;78;6;ns;ns;ns;ns;ns;ns;41;7.2;1750;ns;ns;ns;1405;2040;Rennes 2_30;disc17_30;ti37C
2016;MASTER ENS;0370800U;Tours;;A18;Orléans-Tours;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à  l'enquÃªte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;17;50;;ns;ns;ns;ns;ns;ns;10;8.3;1830;ns;ns;ns;1490;2130;Tours_18;disc18_18;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;DEG;Droit, Économie et gestion;disc03;Économie;18 mois après le diplôme;;3;75;1;ns;ns;ns;ns;ns;ns;30;8.3;1830;ns;ns;ns;1490;2130;Tours_18;disc03_18;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;DEG;Droit, Économie et gestion;disc04;Gestion;18 mois après le diplôme;;83;62;26;91;88;72;97;2070;32300;30;8.3;1830;56;45;55;1490;2130;Tours_18;disc04_18;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;72;75;18;87;84;49;86;1530;23900;30;8.3;1830;59;45;87;1490;2130;Tours_30;disc07_30;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;102;70;28;92;85;43;95;1600;25000;30;8.3;1830;44;78;54;1490;2130;Tours_18;disc12_18;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;46;70;13;93;98;77;98;1800;28100;30;8.3;1830;42;88;67;1490;2130;Tours_30;disc13_30;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;2;75;1;ns;ns;ns;ns;nd;nd;30;8.3;1830;ns;ns;ns;1490;2130;Tours_18;disc14_18;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;1;40;0;ns;ns;ns;ns;ns;ns;30;8.3;1830;ns;ns;ns;1490;2130;Tours_18;disc15_18;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;9;59;2;ns;ns;ns;ns;ns;ns;30;8.3;1830;ns;ns;ns;1490;2130;Tours_30;disc16_30;cqkij
2016;MASTER LMD;0370800U;Tours;;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;44;75;12;89;88;64;97;1600;25000;30;8.3;1830;54;76;47;1490;2130;Tours_30;disc17_30;cqkij
2016;MASTER LMD;0383493R;Grenoble Alpes;Université Grenoble Alpes (UGA);A08;Grenoble;DEG;Droit, Économie et gestion;disc03;Économie;18 mois après le diplôme;;78;74;7;84;83;59;90;1850;28900;27;7.5;1800;43;35;44;1450;2120;Grenoble Alpes_18;disc03_18;F2yh2
2016;MASTER LMD;0383493R;Grenoble Alpes;Université Grenoble Alpes (UGA);A08;Grenoble;DEG;Droit, Économie et gestion;disc05;Autres formations juridiques, Économiques et de gestion;30 mois après le diplôme;;8;48;1;ns;ns;ns;ns;ns;ns;27;7.5;1800;ns;ns;ns;1450;2120;Grenoble Alpes_30;disc05_30;F2yh2
2016;MASTER LMD;0383493R;Grenoble Alpes;Université Grenoble Alpes (UGA);A08;Grenoble;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;59;75;6;90;70;62;91;1650;25700;27;7.5;1800;28;54;81;1450;2120;Grenoble Alpes_30;disc06_30;F2yh2
2016;MASTER LMD;0383493R;Grenoble Alpes;Université Grenoble Alpes (UGA);A08;Grenoble;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;248;76;23;89;84;53;86;1750;27300;27;7.5;1800;61;47;65;1450;2120;Grenoble Alpes_30;disc07_30;F2yh2
2016;MASTER LMD;0383493R;Grenoble Alpes;Université Grenoble Alpes (UGA);A08;Grenoble;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;15;77;1;ns;ns;ns;ns;ns;ns;27;7.5;1800;ns;ns;ns;1450;2120;Grenoble Alpes_18;disc08_18;F2yh2
2016;MASTER LMD;0383493R;Grenoble Alpes;Université Grenoble Alpes (UGA);A08;Grenoble;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;80;72;7;81;76;25;89;1600;25000;27;7.5;1800;50;61;68;1450;2120;Grenoble Alpes_18;disc10_18;F2yh2
