annee;diplome;numero_de_l_etablissement;etablissement;etablissementactuel;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_etab;cle_disc;id_paysage
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;97;71;10;90;63;69;75;1600;25000;31;8.3;1780;33;50;82;1415;2070;Strasbourg_30;disc06_30;4k25D
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;168;81;15;88;76;35;73;1500;23400;31;8.3;1780;59;47;65;1415;2070;Strasbourg_18;disc07_18;4k25D
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;57;88;5;93;89;49;52;ns;ns;31;8.3;1780;80;40;80;1415;2070;Strasbourg_18;disc09_18;4k25D
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;49;83;5;85;71;34;89;1430;22300;31;8.3;1780;37;34;65;1415;2070;Strasbourg_18;disc11_18;4k25D
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;49;83;5;84;73;49;90;1660;25800;31;8.3;1780;44;34;65;1415;2070;Strasbourg_30;disc11_30;4k25D
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;308;78;30;87;91;66;98;1860;29000;31;8.3;1780;71;52;35;1415;2070;Strasbourg_18;disc12_18;4k25D
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;69;80;6;76;94;64;98;1920;29900;31;8.3;1780;61;69;48;1415;2070;Strasbourg_30;disc13_30;4k25D
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;69;81;7;89;98;57;98;1900;29600;31;8.3;1780;79;58;39;1415;2070;Strasbourg_18;disc14_18;4k25D
2016;MASTER LMD;0673021V;Strasbourg;;A15;Strasbourg;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;69;81;7;96;97;73;98;2100;32800;31;8.3;1780;86;58;39;1415;2070;Strasbourg_30;disc14_30;4k25D
2016;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;;A15;Strasbourg;DEG;Droit, Économie et gestion;disc02;Droit;30 mois après le diplôme;;22;53;14;ns;ns;ns;ns;ns;ns;28;8.3;1780;ns;ns;ns;1415;2070;Mulhouse - Haute Alsace_30;disc02_30;OJZ4a
2016;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;;A15;Strasbourg;DEG;Droit, Économie et gestion;disc04;Gestion;30 mois après le diplôme;;59;67;29;95;84;84;98;2080;32400;28;8.3;1780;50;49;39;1415;2070;Mulhouse - Haute Alsace_30;disc04_30;OJZ4a
2016;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;;A15;Strasbourg;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;10;55;4;ns;ns;ns;ns;ns;ns;28;8.3;1780;ns;ns;ns;1415;2070;Mulhouse - Haute Alsace_18;disc10_18;OJZ4a
2016;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;;A15;Strasbourg;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;80;69;38;90;96;78;99;2080;32400;28;8.3;1780;77;72;44;1415;2070;Mulhouse - Haute Alsace_30;disc12_30;OJZ4a
2016;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;14;76;6;ns;ns;ns;ns;ns;ns;28;8.3;1780;ns;ns;ns;1415;2070;Mulhouse - Haute Alsace_18;disc13_18;OJZ4a
2016;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;;A15;Strasbourg;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;12;80;6;ns;ns;ns;ns;ns;ns;28;8.3;1780;ns;ns;ns;1415;2070;Mulhouse - Haute Alsace_18;disc15_18;OJZ4a
2016;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;15;60;7;ns;ns;ns;ns;ns;ns;28;8.3;1780;ns;ns;ns;1415;2070;Mulhouse - Haute Alsace_30;disc16_30;OJZ4a
2016;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;27;7.5;1800;nd;nd;nd;1450;2120;Lyon 1 - Claude Bernard_18;disc10_18;etBz7
2016;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;27;7.5;1800;nd;nd;nd;1450;2120;Lyon 1 - Claude Bernard_30;disc10_30;etBz7
2016;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;;A10;Lyon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;438;78;97;88;94;66;96;1980;30900;27;7.5;1800;77;48;41;1450;2120;Lyon 1 - Claude Bernard_18;disc12_18;etBz7
2016;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;35;73;8;100;100;97;97;ns;ns;27;7.5;1800;100;20;5;1450;2120;Lyon 1 - Claude Bernard_30;disc16_30;etBz7
2016;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;;A10;Lyon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;46;75;11;94;81;95;88;1840;28600;27;7.5;1800;48;39;30;1450;2120;Lyon 1 - Claude Bernard_30;disc17_30;etBz7
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;30 mois après le diplôme;;213;69;35;94;89;80;95;2000;31200;36;7.5;1800;56;39;55;1450;2120;Lyon 2 - Lumière_30;disc01_30;CUBKB
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;DEG;Droit, Économie et gestion;disc02;Droit;18 mois après le diplôme;;75;68;12;94;82;62;95;1690;26300;36;7.5;1800;44;40;69;1450;2120;Lyon 2 - Lumière_18;disc02_18;CUBKB
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;DEG;Droit, Économie et gestion;disc05;Autres formations juridiques, Économiques et de gestion;18 mois après le diplôme;;4;73;1;ns;ns;ns;ns;ns;ns;36;7.5;1800;ns;ns;ns;1450;2120;Lyon 2 - Lumière_18;disc05_18;CUBKB
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;47;61;9;89;79;57;90;1500;23400;36;7.5;1800;35;51;85;1450;2120;Lyon 2 - Lumière_30;disc06_30;CUBKB
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;100;71;16;95;95;60;58;1800;28100;36;7.5;1800;89;34;90;1450;2120;Lyon 2 - Lumière_30;disc09_30;CUBKB
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;56;63;9;93;92;77;92;1850;28900;36;7.5;1800;45;61;81;1450;2120;Lyon 2 - Lumière_30;disc10_30;CUBKB
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;91;68;15;84;71;59;84;1510;23600;36;7.5;1800;31;37;75;1450;2120;Lyon 2 - Lumière_30;disc11_30;CUBKB
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;43;60;8;91;90;85;97;2000;31200;36;7.5;1800;57;35;41;1450;2120;Lyon 2 - Lumière_18;disc12_18;CUBKB
2016;MASTER LMD;0691775E;Lyon 2 - Lumière;;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;43;60;8;98;83;93;90;2000;31200;36;7.5;1800;55;35;41;1450;2120;Lyon 2 - Lumière_30;disc16_30;CUBKB
2016;MASTER ENS;0692437Z;Lyon 3 - Jean Moulin;;A10;Lyon;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;;55;75;100;98;98;94;94;1800;28100;26;7.5;1800;94;44;81;1450;2120;Lyon 3 - Jean Moulin_30;disc18_30;7Gzub
2016;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;;A10;Lyon;DEG;Droit, Économie et gestion;disc03;Économie;30 mois après le diplôme;;3;57;0;ns;ns;ns;ns;ns;ns;23;7.5;1800;ns;ns;ns;1450;2120;Lyon 3 - Jean Moulin_30;disc03_30;7Gzub
2016;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;;A10;Lyon;DEG;Droit, Économie et gestion;disc05;Autres formations juridiques, Économiques et de gestion;18 mois après le diplôme;;83;68;10;78;84;35;92;1900;29600;23;7.5;1800;57;81;60;1450;2120;Lyon 3 - Jean Moulin_18;disc05_18;7Gzub
2016;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;;A10;Lyon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;88;64;11;84;82;80;95;1700;26500;23;7.5;1800;42;54;80;1450;2120;Lyon 3 - Jean Moulin_30;disc06_30;7Gzub
2016;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;28;78;3;ns;ns;ns;ns;ns;ns;23;7.5;1800;ns;ns;ns;1450;2120;Lyon 3 - Jean Moulin_30;disc10_30;7Gzub
2016;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;56;74;6;85;92;79;92;1750;27300;23;7.5;1800;70;32;39;1450;2120;Lyon 3 - Jean Moulin_30;disc11_30;7Gzub
2016;MASTER LMD;0720916E;Le Mans;;A17;Nantes;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;30 mois après le diplôme;;71;87;45;90;80;80;98;1900;29700;40;7.2;1745;42;47;53;1425;2030;Le Mans_30;disc01_30;9xlel
2016;MASTER LMD;0720916E;Le Mans;;A17;Nantes;DEG;Droit, Économie et gestion;disc05;Autres formations juridiques, Économiques et de gestion;30 mois après le diplôme;;12;93;8;ns;ns;ns;ns;ns;ns;40;7.2;1745;ns;ns;ns;1425;2030;Le Mans_30;disc05_30;9xlel
2016;MASTER LMD;0720916E;Le Mans;;A17;Nantes;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;24;78;17;ns;ns;ns;ns;ns;ns;40;7.2;1745;ns;ns;ns;1425;2030;Le Mans_18;disc08_18;9xlel
2016;MASTER LMD;0720916E;Le Mans;;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;1;80;1;ns;ns;ns;ns;nd;nd;40;7.2;1745;ns;ns;ns;1425;2030;Le Mans_18;disc13_18;9xlel
2016;MASTER LMD;0720916E;Le Mans;;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;1;80;1;ns;ns;ns;ns;nd;nd;40;7.2;1745;ns;ns;ns;1425;2030;Le Mans_30;disc13_30;9xlel
2016;MASTER LMD;0720916E;Le Mans;;A17;Nantes;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;10;91;7;ns;ns;ns;ns;ns;ns;40;7.2;1745;ns;ns;ns;1425;2030;Le Mans_18;disc16_18;9xlel
2016;MASTER LMD;0720916E;Le Mans;;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;12;94;7;ns;ns;ns;ns;ns;ns;40;7.2;1745;ns;ns;ns;1425;2030;Le Mans_18;disc17_18;9xlel
2016;MASTER LMD;0720916E;Le Mans;;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;12;94;7;ns;ns;ns;ns;ns;ns;40;7.2;1745;ns;ns;ns;1425;2030;Le Mans_30;disc17_30;9xlel
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;30 mois après le diplôme;;227;89;56;93;91;80;99;2000;31100;27;7.5;1800;62;49;65;1450;2120;Savoie Mont Blanc_30;disc01_30;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;DEG;Droit, Économie et gestion;disc02;Droit;18 mois après le diplôme;;23;84;6;ns;ns;ns;ns;ns;ns;27;7.5;1800;ns;ns;ns;1450;2120;Savoie Mont Blanc_18;disc02_18;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;DEG;Droit, Économie et gestion;disc02;Droit;30 mois après le diplôme;;23;84;6;ns;ns;ns;ns;ns;ns;27;7.5;1800;ns;ns;ns;1450;2120;Savoie Mont Blanc_30;disc02_30;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;DEG;Droit, Économie et gestion;disc03;Économie;30 mois après le diplôme;;3;83;1;ns;ns;ns;ns;ns;ns;27;7.5;1800;ns;ns;ns;1450;2120;Savoie Mont Blanc_30;disc03_30;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;DEG;Droit, Économie et gestion;disc04;Gestion;18 mois après le diplôme;;201;89;50;90;91;68;98;1850;28900;27;7.5;1800;56;54;63;1450;2120;Savoie Mont Blanc_18;disc04_18;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;DEG;Droit, Économie et gestion;disc04;Gestion;30 mois après le diplôme;;201;89;50;93;91;83;99;2000;31200;27;7.5;1800;64;54;63;1450;2120;Savoie Mont Blanc_30;disc04_30;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;33;98;7;94;93;50;47;ns;ns;27;7.5;1800;86;36;90;1450;2120;Savoie Mont Blanc_18;disc09_18;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;33;88;8;91;ns;ns;ns;ns;ns;27;7.5;1800;ns;ns;45;1450;2120;Savoie Mont Blanc_18;disc13_18;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;6;100;1;ns;ns;ns;ns;ns;ns;27;7.5;1800;ns;ns;ns;1450;2120;Savoie Mont Blanc_30;disc14_30;zCa4j
2016;MASTER LMD;0730858L;Savoie Mont Blanc;;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;44;90;11;100;95;100;98;2130;33200;27;7.5;1800;95;20;2;1450;2120;Savoie Mont Blanc_30;disc16_30;zCa4j
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;122;75;12;85;82;74;83;1910;29700;24;7.6;1980;60;16;76;1550;2420;Paris 1 - Panthéon Sorbonne_30;disc06_30;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;13;70;1;ns;ns;ns;ns;ns;ns;24;7.6;1980;ns;ns;ns;1550;2420;Paris 1 - Panthéon Sorbonne_18;disc12_18;6G2TU
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;;A01;Paris;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;18 mois après le diplôme;;245;60;87;95;94;68;99;2300;35900;13;7.6;1980;85;23;62;1550;2420;Paris 2 - Panthéon Assas_18;disc01_18;GBpkg
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;;A01;Paris;DEG;Droit, Économie et gestion;disc03;Économie;30 mois après le diplôme;;37;63;13;97;94;81;100;2900;45200;13;7.6;1980;94;26;40;1550;2420;Paris 2 - Panthéon Assas_30;disc03_30;GBpkg
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;41;70;13;95;97;56;97;2130;33200;13;7.6;1980;89;28;62;1550;2420;Paris 2 - Panthéon Assas_30;disc07_30;GBpkg
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;41;70;13;95;97;56;97;2130;33200;13;7.6;1980;89;28;62;1550;2420;Paris 2 - Panthéon Assas_30;disc10_30;GBpkg
2016;MASTER ENS;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à  l'enquÃªte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;18;54;;ns;ns;ns;ns;ns;ns;17;7.6;1980;ns;ns;ns;1550;2420;Paris 3 - Sorbonne Nouvelle_18;disc18_18;8k883
2016;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;53;68;28;83;73;60;91;1600;25000;26;7.6;1980;49;20;84;1550;2420;Paris 3 - Sorbonne Nouvelle_18;disc10_18;8k883
2016;MASTER LMD;0751721N;Paris René Descartes;Université de Paris;A01;Paris;DEG;Droit, Économie et gestion;disc02;Droit;30 mois après le diplôme;;45;65;12;87;95;72;98;ns;ns;23;7.6;1980;82;15;64;1550;2420;Paris René Descartes_30;disc02_30;O2v0H
2016;MASTER LMD;0751721N;Paris René Descartes;Université de Paris;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;69;74;15;90;90;64;87;1880;29300;23;7.6;1980;64;32;80;1550;2420;Paris René Descartes_30;disc11_30;O2v0H
2016;MASTER LMD;0751721N;Paris René Descartes;Université de Paris;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;31;69;8;94;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;48;1550;2420;Paris René Descartes_18;disc13_18;O2v0H
2016;MASTER LMD;0751721N;Paris René Descartes;Université de Paris;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;4;60;1;ns;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Paris René Descartes_18;disc14_18;O2v0H
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université de Paris;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;44;66;13;81;82;42;53;ns;ns;25;7.6;1980;73;25;90;1550;2420;Paris 7 - Denis Diderot_18;disc09_18;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université de Paris;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;41;67;13;92;80;61;87;ns;ns;25;7.6;1980;54;14;74;1550;2420;Paris 7 - Denis Diderot_18;disc11_18;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université de Paris;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;48;66;17;98;98;90;98;2520;39300;25;7.6;1980;91;19;19;1550;2420;Paris 7 - Denis Diderot_30;disc14_30;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université de Paris;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;14;43;5;ns;ns;ns;ns;ns;ns;25;7.6;1980;ns;ns;ns;1550;2420;Paris 7 - Denis Diderot_18;disc16_18;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université de Paris;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;8;50;3;ns;ns;ns;ns;ns;ns;25;7.6;1980;ns;ns;ns;1550;2420;Paris 7 - Denis Diderot_30;disc17_30;5KpJ9
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;DEG;Droit, Économie et gestion;disc04;Gestion;30 mois après le diplôme;;22;36;6;ns;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Sorbonne Université_30;disc04_30;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;90;66;12;89;90;71;88;2000;31200;23;7.6;1980;53;25;82;1550;2420;Sorbonne Université_30;disc06_30;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;43;67;6;86;95;73;95;2100;32800;23;7.6;1980;81;24;44;1550;2420;Sorbonne Université_30;disc08_30;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;61;53;10;90;98;82;98;2300;35900;23;7.6;1980;94;12;49;1550;2420;Sorbonne Université_30;disc14_30;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;73;56;12;95;99;96;99;2750;42900;23;7.6;1980;97;15;9;1550;2420;Sorbonne Université_30;disc16_30;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;23;46;5;ns;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Sorbonne Université_30;disc17_30;bxPQe
2016;MASTER LMD;0761904G;Rouen;;A21;Rouen;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;30 mois après le diplôme;;138;70;42;98;77;81;98;2100;32700;34;8.6;1810;55;48;60;1460;2100;Rouen_30;disc01_30;G4572
2016;MASTER LMD;0761904G;Rouen;;A21;Rouen;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;37;63;12;87;72;75;87;ns;ns;34;8.6;1810;27;70;89;1460;2100;Rouen_30;disc06_30;G4572
2016;MASTER LMD;0761904G;Rouen;;A21;Rouen;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;11;72;3;ns;ns;ns;ns;ns;ns;34;8.6;1810;ns;ns;ns;1460;2100;Rouen_18;disc11_18;G4572
2016;MASTER LMD;0761904G;Rouen;;A21;Rouen;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;14;68;4;ns;ns;ns;ns;ns;ns;34;8.6;1810;ns;ns;ns;1460;2100;Rouen_18;disc14_18;G4572
2016;MASTER LMD;0762762P;Le Havre;;A21;Rouen;DEG;Droit, Économie et gestion;disc02;Droit;18 mois après le diplôme;;12;56;9;ns;ns;ns;ns;ns;ns;41;8.6;1810;ns;ns;ns;1460;2100;Le Havre_18;disc02_18;LsQ24
2016;MASTER LMD;0762762P;Le Havre;;A21;Rouen;DEG;Droit, Économie et gestion;disc04;Gestion;18 mois après le diplôme;;76;57;56;82;70;59;98;1750;27300;41;8.6;1810;28;49;63;1460;2100;Le Havre_18;disc04_18;LsQ24
2016;MASTER LMD;0762762P;Le Havre;;A21;Rouen;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;2;29;3;ns;ns;ns;ns;ns;ns;41;8.6;1810;ns;ns;ns;1460;2100;Le Havre_30;disc06_30;LsQ24
2016;MASTER LMD;0762762P;Le Havre;;A21;Rouen;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;8;75;5;ns;ns;ns;ns;ns;ns;41;8.6;1810;ns;ns;ns;1460;2100;Le Havre_30;disc08_30;LsQ24
2016;MASTER LMD;0762762P;Le Havre;;A21;Rouen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;35;70;21;83;ns;ns;ns;ns;ns;41;8.6;1810;ns;86;40;1460;2100;Le Havre_18;disc12_18;LsQ24
2016;MASTER LMD;0762762P;Le Havre;;A21;Rouen;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;41;8.6;1810;nd;nd;nd;1460;2100;Le Havre_18;disc16_18;LsQ24
2016;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;Université Gustave Eiffel (UGE);A24;Créteil;DEG;Droit, Économie et gestion;disc01;Ensemble formations juridiques, Économiques et de gestion;18 mois après le diplôme;;145;65;29;89;95;82;95;2000;31200;15;7.6;1980;86;13;63;1550;2420;Paris-Est Marne-la-Vallée_18;disc01_18;9Y8CD
2016;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;Université Gustave Eiffel (UGE);A24;Créteil;DEG;Droit, Économie et gestion;disc02;Droit;18 mois après le diplôme;;14;94;2;ns;ns;ns;ns;ns;ns;15;7.6;1980;ns;ns;ns;1550;2420;Paris-Est Marne-la-Vallée_18;disc02_18;9Y8CD
2016;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;Université Gustave Eiffel (UGE);A24;Créteil;DEG;Droit, Économie et gestion;disc02;Droit;30 mois après le diplôme;;14;94;2;ns;ns;ns;ns;ns;ns;15;7.6;1980;ns;ns;ns;1550;2420;Paris-Est Marne-la-Vallée_30;disc02_30;9Y8CD
2016;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;Université Gustave Eiffel (UGE);A24;Créteil;DEG;Droit, Économie et gestion;disc04;Gestion;18 mois après le diplôme;;90;69;19;90;96;87;97;2000;31200;15;7.6;1980;89;12;64;1550;2420;Paris-Est Marne-la-Vallée_18;disc04_18;9Y8CD
